Date,Expiry,Strike Price,Underlying Value,Spot_At_Expiry,Close,Realized_Payoff,PnL,Viable
2025-03-26,2025-04-17,22750.0,23486.85,23851.65,65.0,0.0,-65.0,False
2025-03-26,2025-04-17,21500.0,23486.85,23851.65,12.2,0.0,-12.2,False
2025-03-26,2025-04-17,21450.0,23486.85,23851.65,11.55,0.0,-11.55,False
2025-03-26,2025-04-17,24050.0,23486.85,23851.65,429.1,198.34999999999854,-230.75000000000148,False
2025-03-26,2025-04-17,24000.0,23486.85,23851.65,473.8,148.34999999999854,-325.45000000000147,False
2025-03-26,2025-04-17,22650.0,23486.85,23851.65,52.7,0.0,-52.7,False
2025-03-26,2025-04-17,21400.0,23486.85,23851.65,12.8,0.0,-12.8,False
2025-03-26,2025-04-17,21350.0,23486.85,23851.65,11.95,0.0,-11.95,False
2025-03-26,2025-04-17,23950.0,23486.85,23851.65,374.1,98.34999999999854,-275.7500000000015,False
2025-03-26,2025-04-17,23900.0,23486.85,23851.65,433.1,48.349999999998545,-384.7500000000015,False
2025-03-26,2025-04-17,22600.0,23486.85,23851.65,47.8,0.0,-47.8,False
2025-03-26,2025-04-17,22550.0,23486.85,23851.65,45.25,0.0,-45.25,False
2025-03-26,2025-04-17,21300.0,23486.85,23851.65,12.5,0.0,-12.5,False
2025-03-26,2025-04-17,22700.0,23486.85,23851.65,58.1,0.0,-58.1,False
2025-03-25,2025-04-17,23100.0,23668.65,23851.65,102.15,0.0,-102.15,False
2025-03-25,2025-04-17,21900.0,23668.65,23851.65,15.75,0.0,-15.75,False
2025-03-25,2025-04-17,21950.0,23668.65,23851.65,22.05,0.0,-22.05,False
2025-03-25,2025-04-17,21000.0,23668.65,23851.65,9.95,0.0,-9.95,False
2025-03-25,2025-04-17,23600.0,23668.65,23851.65,229.05,0.0,-229.05,False
2025-03-25,2025-04-17,23550.0,23668.65,23851.65,201.75,0.0,-201.75,False
2025-03-25,2025-04-17,22400.0,23668.65,23851.65,31.6,0.0,-31.6,False
2025-03-25,2025-04-17,22350.0,23668.65,23851.65,33.25,0.0,-33.25,False
2025-03-25,2025-04-17,20950.0,23668.65,23851.65,10.65,0.0,-10.65,False
2025-03-25,2025-04-17,20900.0,23668.65,23851.65,9.95,0.0,-9.95,False
2025-03-25,2025-04-17,23500.0,23668.65,23851.65,186.6,0.0,-186.6,False
2025-03-25,2025-04-17,22300.0,23668.65,23851.65,30.1,0.0,-30.1,False
2025-03-25,2025-04-17,20850.0,23668.65,23851.65,10.2,0.0,-10.2,False
2025-03-25,2025-04-17,20800.0,23668.65,23851.65,8.85,0.0,-8.85,False
2025-03-25,2025-04-17,23450.0,23668.65,23851.65,162.6,0.0,-162.6,False
2025-03-25,2025-04-17,23400.0,23668.65,23851.65,162.6,0.0,-162.6,False
